student_id,age,gender,attendance_rate,gpa,family_income,study_hours_per_week,failed_courses,extracurricular_activities,parent_education,distance_from_home,dropped_out,gender_encoded,income_encoded,education_encoded
249,19,M,0.5483382248233598,2.734535101142322,Medium,13,3,2,PhD,47.418038062611146,0,1,2,3
250,23,M,0.7251854681290926,2.469122013639118,High,34,1,1,Bachelor,19.081868888147465,0,1,0,0
251,23,M,0.878081664447623,3.0817796968715023,Medium,29,3,1,PhD,7.640326804476948,0,1,2,3
252,22,M,0.673785762119491,3.259642729085828,High,27,0,1,PhD,26.40158170502019,1,1,0,3
253,18,F,0.832455862243609,1.5109081741257726,Low,16,0,4,PhD,6.517852238111813,0,0,1,3
254,16,F,0.8977249803948646,1.9173827218679969,Low,2,1,3,High School,46.76538350711824,0,0,1,1
255,16,F,0.9635889097397264,3.282615126585797,High,15,4,3,PhD,9.995401740402151,0,0,0,3
256,18,F,0.6173210409277268,3.165963533945516,High,29,3,3,PhD,13.38552713760704,0,0,0,3
257,21,M,0.699657957904654,3.915118762821693,High,28,3,4,PhD,20.925189817363552,0,1,0,3
258,22,F,0.5762080066652087,3.402594475626957,Medium,14,1,2,Master,19.775058959397164,0,0,2,2
259,21,M,0.9962417510791876,3.876931769328345,Low,24,1,1,High School,39.93848172749656,0,1,1,1
260,21,F,0.9635004839621476,3.2563512538370176,High,37,0,2,Master,23.359524206997158,0,0,0,2
261,21,M,0.7699785651402797,2.245130521598608,Medium,37,2,4,High School,9.367644740163508,1,1,2,1
262,18,M,0.9210166471882106,1.7634123056271411,Low,22,1,3,Bachelor,14.09328487881763,0,1,1,0
263,21,F,0.760478988636021,3.454559658362339,Medium,24,2,1,Master,25.94655587418858,0,0,2,2
264,23,M,0.8117928440013799,3.1103730536897896,Low,6,1,0,Bachelor,8.225241953880609,0,1,1,0
265,17,M,0.5445622160580084,1.620465030983241,Medium,21,4,0,PhD,30.97112810665469,0,1,2,3
266,20,F,0.877635210248404,2.4001261647524457,Low,16,4,2,Bachelor,28.72161802100615,0,0,1,0
267,16,M,0.5638567418176175,3.8919995387107154,Low,17,0,3,Bachelor,36.02041350273063,0,1,1,0
268,16,F,0.9130338151262642,2.751002864275504,Medium,9,0,0,Bachelor,46.94752615358902,0,0,2,0
269,20,F,0.891014043835193,2.581822840049261,High,9,2,2,Bachelor,45.70047349395663,0,0,0,0
270,18,F,0.8543723488714883,2.6442490128982348,Low,6,1,4,High School,47.35770528537274,1,0,1,1
271,19,M,0.5180801902623811,2.0222068100129094,High,37,3,2,Master,12.991064254161346,0,1,0,2
272,18,M,0.6515641779726643,2.421767927161988,Medium,26,0,2,High School,7.446700025328377,0,1,2,1
273,16,M,0.6315562849554215,2.424533139967941,High,32,3,2,High School,15.811558324325976,1,1,0,1
274,16,F,0.6800682037357595,1.630887550468681,High,0,3,1,High School,44.85917346554942,0,0,0,1
275,20,M,0.5438213733819193,3.418919071294796,High,33,1,2,Bachelor,48.63062025655093,0,1,0,0
276,21,F,0.9684789115155314,2.541261079759697,High,3,2,2,High School,43.10692260245333,0,0,0,1
277,18,F,0.7769011203561882,3.5554497170410584,High,16,1,1,Master,6.390868335249636,0,0,0,2
278,24,M,0.6527621553290117,3.6258700027997386,Low,3,0,1,High School,47.42397190492986,0,1,1,1
279,20,F,0.6984907585371417,2.029985136746645,Low,25,3,4,PhD,21.744543340188518,0,0,1,3
280,23,M,0.7236012702524178,3.1433837054253213,Low,3,1,3,Bachelor,1.4562042473553305,0,1,1,0
281,16,M,0.8002971666803087,2.6807045104074545,Medium,0,1,0,PhD,22.677293296661485,0,1,2,3
282,20,M,0.7578397138482489,3.700391844803713,High,6,1,0,Master,3.257389314097912,1,1,0,2
283,18,M,0.9596959866072088,2.039351697941135,Low,29,0,2,Master,27.65001813689476,0,1,1,2
284,16,M,0.7484817414529151,3.1945330007751105,Medium,8,2,4,Master,17.589147344415515,0,1,2,2
285,19,F,0.9960790074116564,3.0193803056318065,Low,34,1,2,Master,24.198311746108388,0,0,1,2
286,20,F,0.925712478872548,2.238253693929582,Low,7,0,0,High School,31.04534767641273,0,0,1,1
287,22,F,0.6042552571786679,1.8415022591279315,High,23,3,1,Bachelor,43.5712536950732,1,0,0,0
288,16,M,0.965297607321958,3.129099401193192,Medium,18,4,3,Master,33.433177247124505,0,1,2,2
289,18,M,0.558183198942738,3.3464936453308267,High,35,0,4,PhD,22.26839455543085,0,1,0,3
290,17,M,0.9087248542455958,2.289068359408375,High,26,4,1,Master,41.15196482984789,0,1,0,2
291,24,F,0.69031164673829,3.1120815100557846,Low,31,1,3,Bachelor,45.37352474108348,0,0,1,0
292,21,M,0.9389871602225348,2.487827269028758,High,13,1,4,PhD,6.868238355177664,0,1,0,3
293,18,F,0.9340283450537252,3.2830172082065445,Medium,17,0,4,PhD,27.06471590008678,0,0,2,3
294,23,F,0.9029627000588104,1.9980381872351327,High,27,4,0,PhD,14.941086027379765,0,0,0,3
295,23,M,0.8950152181535307,3.725537506590436,High,28,1,1,High School,3.305998695970423,0,1,0,1
296,17,M,0.6523395695490204,2.2185239911639494,High,15,3,4,Master,33.75878806058528,0,1,0,2
297,21,F,0.5404596415256261,2.4194649693903822,Low,34,2,4,High School,43.27576809550205,0,0,1,1
298,22,M,0.7014900893825807,1.6452298802008745,Medium,30,2,3,PhD,8.982230069392308,1,1,2,3
299,17,F,0.5867622574932543,1.778780530803191,Low,3,1,0,High School,40.80826922357112,1,0,1,1
300,17,M,0.8474755444512309,2.7896547567808203,Low,36,4,2,High School,42.81639094331014,1,1,1,1
301,16,M,0.6730498632688928,2.168981691819929,Low,16,1,0,High School,45.80268169065769,1,1,1,1
302,23,F,0.9878051004299576,3.588700564355486,Low,38,4,2,Master,13.998969365216569,0,0,1,2
303,16,M,0.820486038672666,1.5367334716373846,Low,25,3,1,PhD,45.29370019430458,0,1,1,3
304,24,F,0.9112402818171804,2.44773512167984,Medium,38,4,1,PhD,16.71247498208518,0,0,2,3
305,21,M,0.5662623363709243,2.343363866922732,High,3,1,4,Master,28.06456265931964,1,1,0,2
306,22,F,0.9310072411363112,1.5483190772940023,Low,29,3,1,High School,3.4748660707818244,0,0,1,1
307,22,F,0.9613785952566972,1.810920997501276,Low,29,0,4,High School,3.1501733300684367,1,0,1,1
308,18,M,0.7435309594094679,2.534106687296588,Medium,21,2,0,Bachelor,36.29828742387794,0,1,2,0
309,17,F,0.8031264688754887,2.7321614611186167,Medium,10,1,1,Bachelor,22.77951892091176,1,0,2,0
310,24,M,0.8824049004514978,2.510724368137173,High,1,1,0,Bachelor,13.55832639309166,0,1,0,0
311,23,M,0.5874193136302063,2.827344196030235,Medium,11,1,0,Master,10.3302613052206,0,1,2,2
312,22,M,0.7512830382317213,2.987829187264204,High,29,3,1,PhD,33.82772105210169,1,1,0,3
313,24,F,0.6993315138861566,1.524809552819589,Low,35,0,0,Bachelor,1.019675657241654,0,0,1,0
314,19,F,0.5731869960811246,2.66023789863376,Low,17,4,1,PhD,40.48866729064586,1,0,1,3
315,19,M,0.6837672111457658,3.9087481022189703,High,25,0,1,PhD,4.8832307003665125,0,1,0,3
316,16,M,0.5340861546927468,2.797580700323872,Medium,6,3,1,PhD,10.382991130497851,0,1,2,3
317,23,F,0.5129059534747435,3.193855668647383,High,0,1,2,Master,19.92558336965539,0,0,0,2
318,18,M,0.5675831445774113,2.279659644792208,Medium,25,2,0,Master,24.75807824608908,0,1,2,2
319,22,M,0.9815575557945868,3.4349784453819066,Low,22,1,3,Master,18.39476067488315,0,1,1,2
320,17,F,0.7747647679475085,3.432303704690288,Medium,25,4,1,Master,16.7148960842304,0,0,2,2
321,17,M,0.98291108057661,2.8032401191353475,High,5,2,0,Bachelor,48.23188459158624,0,1,0,0
322,22,F,0.7162489391650659,3.940034558198034,High,5,1,4,High School,32.43740438092632,0,0,0,1
323,21,M,0.6559080665426298,1.8138755369066333,Low,7,2,1,High School,2.1482148130020224,0,1,1,1
324,18,F,0.753070931420122,1.5423691622239524,Medium,23,0,1,High School,22.078619513771347,0,0,2,1
325,24,M,0.7197558443164551,3.42539552939274,Medium,21,3,3,Bachelor,43.87542628745454,0,1,2,0
326,21,M,0.552832342130872,3.5178888434122064,Medium,18,1,2,High School,15.77135313412273,0,1,2,1
327,21,F,0.8204131573451031,1.8005180728014407,Low,36,4,2,Bachelor,5.633260893945024,0,0,1,0
328,16,M,0.6080190912547998,2.1639570823965157,Medium,17,0,1,Bachelor,38.16085380790597,0,1,2,0
329,19,F,0.8097939774489148,1.5438809084165723,High,30,1,0,Bachelor,30.694677764867983,0,0,0,0
330,21,M,0.8251005461990767,2.233271526951412,Medium,36,0,4,High School,28.94531288349869,0,1,2,1
331,21,F,0.576012426564324,3.4328546847966788,Low,29,4,4,PhD,3.625251420762989,1,0,1,3
332,20,F,0.5306748135553341,2.794901319281448,Medium,32,1,0,High School,7.884451479980349,1,0,2,1
333,16,F,0.8903807930342199,2.3702389829207204,Medium,9,4,1,High School,31.504920414442577,0,0,2,1
334,23,F,0.72990021188466,2.4293482372658257,High,36,2,4,Master,11.183368231482955,0,0,0,2
335,20,M,0.5290818977527378,1.5033840642886704,Medium,11,4,2,Bachelor,25.69943390767279,1,1,2,0
336,20,M,0.9974331585848836,2.2495013189130897,High,29,2,0,PhD,27.69920261544028,0,1,0,3
337,22,F,0.5288902804981833,3.1161468540948265,High,26,1,3,Master,14.89185232327603,0,0,0,2
338,19,F,0.8475176144292766,3.935486109540893,Low,38,2,1,PhD,47.47283262153315,0,0,1,3
339,21,F,0.9918394626317067,3.617652067459749,High,8,1,0,PhD,42.28074123494319,0,0,0,3
340,19,M,0.6195900521079628,1.5589874116138227,High,20,1,4,Bachelor,36.39630187400713,1,1,0,0
341,18,M,0.5711246843435981,3.7464015116870986,Low,11,3,1,High School,4.821699454061045,0,1,1,1
342,22,M,0.5606924697112144,3.457996033246565,High,28,1,2,Bachelor,6.200370946141953,0,1,0,0
343,23,M,0.6516375737837978,3.450940308927451,Low,32,2,1,Bachelor,25.14628594738283,0,1,1,0
344,19,F,0.5505229055053233,2.6449893975089287,Medium,14,3,1,Master,8.8749541103583,1,0,2,2
345,17,F,0.846080670847066,2.495013232386257,Low,1,3,2,Bachelor,48.93500771294423,1,0,1,0
346,18,F,0.5311458990650313,2.2572893220829817,High,38,1,2,High School,8.767491467343064,0,0,0,1
347,16,M,0.7547110640748949,1.6642371473859146,Low,17,4,1,PhD,24.885923937734724,0,1,1,3
348,23,M,0.9983484269264884,2.070588408734248,High,2,4,2,Bachelor,18.841931785233765,0,1,0,0
349,18,M,0.9069851347530092,2.1165090874450616,Medium,6,3,0,PhD,32.329934651250795,1,1,2,3
350,22,F,0.8076097191155054,2.710192674275504,Low,17,1,2,Bachelor,7.322784035581821,1,0,1,0
351,20,F,0.6531268103933059,3.3686110164917347,Medium,37,4,2,PhD,22.085504974077157,0,0,2,3
352,20,M,0.8119479181458192,2.684524570994866,High,36,1,1,Bachelor,14.46054660755004,0,1,0,0
353,22,F,0.7635207319558258,1.6446111236179015,High,32,1,0,Master,44.49982470891271,0,0,0,2
354,24,M,0.7130416919451857,3.89447450247051,Medium,30,3,3,PhD,2.98869989460006,0,1,2,3
355,20,M,0.5653551883700998,3.856810797735281,Low,10,3,3,Bachelor,45.772647206316506,0,1,1,0
356,16,F,0.9433021076202334,3.462973857871021,Low,3,0,4,Bachelor,41.81671278909702,0,0,1,0
357,16,M,0.7248923244106613,3.9783197539105513,High,17,4,2,Master,15.580965105599958,0,1,0,2
358,17,F,0.5973112559103826,2.8612058320006573,Medium,3,4,2,Master,39.675242079178126,0,0,2,2
359,21,M,0.6838796754386448,3.906920875633016,Medium,33,4,0,Master,2.5294644565986304,0,1,2,2
360,24,F,0.7070648762644636,1.689012601541877,Low,28,2,3,PhD,48.37641196437629,0,0,1,3
361,23,F,0.9137689477834372,2.4142018706534283,Low,23,1,4,PhD,26.80315218689968,0,0,1,3
362,20,F,0.8668071902807011,2.0634531700169143,Low,21,3,0,Master,15.860770277206818,0,0,1,2
363,16,M,0.8846524468206699,1.9895827103356751,Medium,1,4,2,High School,18.766577417139175,0,1,2,1
364,22,M,0.5055156322143236,1.8520073722316903,Low,5,0,3,High School,4.253862319564371,0,1,1,1
365,20,F,0.7080769990898808,3.056034103914992,Low,24,4,4,Bachelor,49.47812618805992,0,0,1,0
366,21,F,0.7406720758176618,3.4533046393682625,High,20,1,1,High School,2.92530531238393,1,0,0,1
367,22,M,0.5095961384115284,2.9457459985509016,Low,15,1,3,Bachelor,33.09044903424509,0,1,1,0
368,18,M,0.6299066043725171,1.867406773970524,Low,30,3,4,PhD,22.69406045761646,1,1,1,3
369,18,M,0.8801449115610676,3.527809424833677,Medium,13,2,0,PhD,47.49689469124704,0,1,2,3
370,20,F,0.5685548528644995,3.089886767909321,Medium,38,3,1,High School,13.053987275032965,0,0,2,1
371,21,M,0.7676550657262958,2.4704142653174888,High,27,4,4,PhD,27.072254372962558,0,1,0,3
372,24,M,0.6076009360086188,3.1853257388401577,Low,31,0,4,Master,24.63545422055489,0,1,1,2
373,20,F,0.5060603873219467,2.149762448107082,High,27,3,2,Master,35.440455758454966,0,0,0,2
374,16,M,0.6206007287997708,2.362980521235526,Medium,8,2,3,High School,4.332501365668605,0,1,2,1
375,19,M,0.9879368774550268,3.793714607829976,High,21,3,2,High School,10.495667371144387,1,1,0,1
376,20,M,0.9007685559414949,2.226261264178551,Medium,31,1,1,Bachelor,11.513676184549642,0,1,2,0
377,20,F,0.9797883221605168,2.674970670394841,High,4,4,4,PhD,37.1693869872428,1,0,0,3
378,22,F,0.7439270219631813,3.725352843490037,High,22,4,2,Bachelor,10.267796120010264,1,0,0,0
379,19,F,0.5548680993387518,3.2693033756688186,Low,4,4,3,Bachelor,29.101096430657854,0,0,1,0
380,16,F,0.7739797444868465,1.6555080654117569,High,31,4,1,Master,11.546947204546733,0,0,0,2
381,20,F,0.7271886672799804,1.8682576106974256,Low,9,4,0,Master,43.21962255411494,0,0,1,2
382,22,F,0.922178541369808,1.519603976929792,Low,38,4,2,Master,47.16708726999229,1,0,1,2
383,21,F,0.5490412903921222,3.0773044755729084,Low,14,0,1,Master,26.406155772169782,0,0,1,2
384,20,M,0.7441205685108891,2.619183563526046,Low,6,2,0,Bachelor,18.26313532624973,1,1,1,0
385,19,M,0.5750243323469921,1.8356871272556887,High,28,4,2,Master,12.468830975857458,0,1,0,2
386,17,F,0.6623379634450299,3.8948353026419262,Medium,2,2,1,PhD,3.439269074629145,1,0,2,3
387,19,M,0.8686785386938998,2.8241493098640498,Medium,18,4,1,Master,14.156503733677274,0,1,2,2
388,18,M,0.7380090646843833,2.104733235282223,Medium,9,3,2,Master,33.057553217320574,0,1,2,2
389,16,F,0.6879441425728847,2.7515089278867686,High,27,4,1,Master,27.14722963415133,1,0,0,2
390,23,M,0.6972381392850177,3.199050831837769,Low,28,1,4,High School,47.25802263576544,1,1,1,1
391,20,M,0.7297233842029933,1.6905980449339113,Medium,14,0,2,PhD,20.41758586209333,0,1,2,3
392,19,M,0.8925082719185284,2.18675953761973,High,34,3,1,PhD,34.99930377409133,0,1,0,3
393,23,M,0.9460423444701171,3.517413727209984,Low,5,3,0,Bachelor,24.976814626280948,0,1,1,0
394,22,M,0.977667343251964,2.6491621760066533,Medium,11,1,0,Bachelor,26.11623458028637,1,1,2,0
395,17,F,0.8934516931276475,2.866442855080737,Low,37,4,4,Master,14.120941415601758,1,0,1,2
396,16,F,0.6577034478740064,2.582040005523673,Medium,12,0,2,High School,23.292588065257984,1,0,2,1
397,19,F,0.8440673530432711,1.6097498566075128,Medium,28,3,1,Bachelor,24.068464853622658,0,0,2,0
398,23,M,0.718801562027696,1.9143744495503896,Medium,18,0,1,Bachelor,35.62548356569776,0,1,2,0
399,17,F,0.6273353110230255,2.6138540968547272,Low,2,3,0,Master,47.091359960119576,0,0,1,2
400,18,M,0.9204357897129614,2.02296366351982,High,7,4,4,Master,17.13674259664271,1,1,0,2
401,16,M,0.5192131744811626,1.6249475716491968,Low,7,3,0,Bachelor,3.067822960483624,0,1,1,0
402,16,M,0.9508809960677118,3.60912416012956,Medium,19,3,0,Bachelor,25.318461149531345,1,1,2,0
403,18,M,0.7307387323123671,3.9529813229102895,Low,3,2,4,PhD,27.67860527530926,0,1,1,3
404,20,F,0.8186007384041403,3.4828571849918486,High,20,4,2,High School,9.253587005463848,0,0,0,1
405,18,F,0.8296769611028914,3.634462304261668,Low,2,1,1,PhD,38.26276570752727,0,0,1,3
406,16,M,0.9475588703532682,2.1049428257926133,High,7,1,2,Bachelor,49.26152631363309,0,1,0,0
407,16,F,0.8183348410836037,3.9015674387829993,High,22,4,3,PhD,47.34296113341458,0,0,0,3
408,23,M,0.8069667923800309,1.992314261133571,Low,15,1,3,PhD,10.658195902358957,0,1,1,3
409,17,F,0.5333260202803449,3.8785745259045807,Medium,12,4,3,Bachelor,43.89279875513728,0,0,2,0
410,18,F,0.759204010972602,3.9870482349148775,High,2,1,4,Master,35.520188184172554,1,0,0,2
411,17,M,0.5750845004085208,3.2793070143651217,Low,8,2,0,Bachelor,23.238481626538668,0,1,1,0
412,18,F,0.8687168843607428,3.952859329479555,High,13,1,2,Master,27.489938721911724,0,0,0,2
413,22,M,0.7561109604063372,2.923849448917759,Medium,12,3,1,Bachelor,42.630408574140446,0,1,2,0
414,16,F,0.8401138896041767,2.148854457940226,Low,6,4,3,Bachelor,24.526612042280284,0,0,1,0
415,23,M,0.5208364503011922,2.592489714164052,Low,14,0,2,Bachelor,19.28716108615121,1,1,1,0
416,17,M,0.5423960080229016,2.983902338446965,Low,6,0,3,High School,25.169127158273305,0,1,1,1
417,18,F,0.8581616940313411,1.6827039050675374,Medium,37,4,3,Master,29.377360397717407,1,0,2,2
418,24,F,0.5360421679993367,3.0558581615431155,High,33,2,1,High School,10.264805035139092,0,0,0,1
419,22,M,0.5356283638826294,3.952944591905736,Low,21,1,4,Bachelor,45.14447878308254,0,1,1,0
420,19,F,0.5060542376174437,1.975269124459319,High,23,2,0,PhD,34.03516049265108,0,0,0,3
421,20,F,0.97825069914974,3.4814877907209585,High,36,0,4,High School,32.03017694953696,0,0,0,1
422,17,M,0.8687541797295035,3.769746984449049,Medium,0,4,2,Master,5.875315082851269,0,1,2,2
423,23,M,0.6766257042510321,3.859253982050552,Low,9,4,4,Bachelor,30.604522970457,0,1,1,0
424,19,F,0.6482677906438277,3.900339011013618,High,15,2,2,High School,6.927072449686125,0,0,0,1
425,24,M,0.6748516148729248,2.80364909680368,Low,7,2,2,PhD,4.856186084574554,0,1,1,3
426,20,M,0.887326765590591,3.9432697699787593,Low,24,1,0,High School,26.838233886477276,0,1,1,1
427,24,M,0.8306853055352073,3.393275517836097,Medium,11,3,1,Master,20.736491168278253,0,1,2,2
428,19,F,0.592597783933734,1.904178590592405,Low,24,3,0,High School,29.851703237654934,0,0,1,1
429,20,F,0.5870546676670422,2.692250266169925,Low,16,1,4,PhD,5.371886234804691,0,0,1,3
430,24,M,0.5491978248566987,3.29582793843001,High,25,3,2,PhD,22.11817007951566,0,1,0,3
431,23,F,0.8301513598506691,2.1183507895477085,Medium,13,0,3,Master,9.56454903721274,0,0,2,2
432,18,M,0.882186331110868,3.1015379588722185,Low,35,3,3,PhD,49.36790421028172,0,1,1,3
433,16,F,0.632523214162502,3.166501197616548,High,22,1,2,Bachelor,28.496360409323543,1,0,0,0
434,18,M,0.5104724805154564,1.9067493595214149,Medium,5,3,0,PhD,34.6844061861025,0,1,2,3
435,19,M,0.5410858337382136,2.9127132811318908,Medium,4,4,1,Bachelor,16.945495753447783,0,1,2,0
436,17,F,0.9839300174225152,3.429067277446519,High,24,2,0,High School,5.642206824187864,1,0,0,1
437,16,M,0.6477223887387101,2.747239161339855,High,17,0,2,Bachelor,48.817672276393296,0,1,0,0
438,22,F,0.8846115739190668,1.530257791940269,High,12,4,2,Bachelor,15.026692733775976,0,0,0,0
439,23,F,0.8123317844271318,1.5225961726982304,High,13,4,1,High School,21.766601073505136,0,0,0,1
440,22,M,0.690969819826448,2.3925733599250307,High,27,1,4,PhD,32.843332163426176,0,1,0,3
441,20,M,0.6028436310977776,3.815485171079455,Low,17,2,4,Bachelor,2.210167586619453,0,1,1,0
442,16,F,0.5606932090797032,2.071691949009022,Low,27,2,1,PhD,40.70269739534706,1,0,1,3
443,22,M,0.8075064840194333,3.085909222179218,Medium,26,0,4,High School,27.292331311402396,0,1,2,1
444,22,M,0.8873168903188939,2.0551896767333013,Low,31,1,3,Master,14.632642166372284,1,1,1,2
445,24,M,0.8219521267705654,2.3041749741488715,Low,8,0,4,PhD,4.018791279330993,0,1,1,3
446,18,M,0.7651510666245791,3.62010522400371,Low,39,3,4,PhD,8.96242235824763,0,1,1,3
447,24,M,0.5209756117158182,3.3221536056748677,High,31,4,4,Master,44.85665908381841,0,1,0,2
448,16,F,0.984244388797192,1.7384981932830266,Medium,19,0,3,Master,34.61518697285866,1,0,2,2
449,16,F,0.8993570958272873,2.571755052466084,Medium,27,4,4,High School,13.245184360207602,1,0,2,1
450,19,M,0.6464110183504823,1.5729244091131611,Medium,32,1,3,PhD,4.214437482306447,0,1,2,3
451,24,M,0.9899851646794252,2.7022253665075224,Medium,3,3,1,PhD,34.840150306945176,1,1,2,3
452,21,M,0.800940794818161,3.15608502925267,Low,33,1,0,High School,29.04797857242049,0,1,1,1
453,18,F,0.7912113291036232,1.796256558995379,Low,2,3,1,PhD,20.82145669845352,0,0,1,3
454,16,M,0.874036589714766,2.2222123472729143,High,25,3,0,Bachelor,18.81696101031313,0,1,0,0
455,19,F,0.9058848940450688,2.4945915637553924,Medium,7,4,1,Bachelor,11.623899520526306,0,0,2,0
456,24,F,0.8282393036657514,3.798827561640125,Low,5,1,0,Bachelor,33.81095157033836,0,0,1,0
457,18,F,0.5640478731831,3.98313753855741,Low,15,1,0,PhD,48.56273336189965,0,0,1,3
458,24,M,0.6691337529972492,1.6122782474890396,High,23,0,2,Bachelor,9.610047046004468,0,1,0,0
459,22,F,0.9640418201630248,3.40251980873848,High,38,1,0,Bachelor,30.258714380759663,0,0,0,0
460,19,M,0.612307805921926,2.429310166005858,High,29,0,0,High School,21.785067731552832,0,1,0,1
461,18,F,0.6860835119187567,2.4811454655737,Low,12,2,2,High School,22.88774736548858,1,0,1,1
462,20,M,0.7160384414720979,3.385662433367557,Low,4,2,4,Master,13.453216726262903,0,1,1,2
463,20,F,0.7197024948472261,3.7960660803635218,High,24,2,4,Master,41.43160890740953,0,0,0,2
464,18,M,0.8064697912472627,3.877321486256371,Medium,19,1,2,Master,24.77752460321481,0,1,2,2
465,24,F,0.971537918872354,2.942806465095802,High,17,1,3,Master,27.626886757714946,0,0,0,2
466,19,M,0.6203463559162525,2.392802898251257,High,17,0,0,High School,15.933284727068962,1,1,0,1
467,20,M,0.560750688150459,3.468872714646948,High,1,3,0,High School,9.908614817680538,0,1,0,1
468,19,M,0.5987352449299687,2.1275034581557506,High,9,0,2,High School,5.209609021938204,1,1,0,1
469,20,M,0.9434624501046348,2.9101850720837943,Low,11,2,2,Bachelor,35.99183790532088,0,1,1,0
470,22,F,0.822905406327603,2.396446153812182,Medium,12,0,3,Bachelor,10.615479802704924,0,0,2,0
471,24,F,0.64295339461958,3.1415776842696905,High,10,3,4,Master,34.81369235525109,0,0,0,2
472,22,M,0.9079734694843088,2.1009972822337675,Medium,18,1,1,Bachelor,20.12844585630074,0,1,2,0
473,20,F,0.930684998181718,1.9789823643370643,Medium,34,0,4,PhD,21.37296524849292,0,0,2,3
474,22,M,0.923257169345139,3.795597716688593,Medium,38,2,0,High School,23.98969730854581,0,1,2,1
475,20,M,0.9594632668197772,1.7545092073738422,High,25,2,2,Master,19.017716898249617,0,1,0,2
476,18,F,0.6261205100866808,2.764894769337329,Low,13,1,3,Master,5.930378883906914,0,0,1,2
477,22,M,0.8775209643731392,2.0521319574075223,High,23,0,4,PhD,16.171958690139444,1,1,0,3
478,17,M,0.73026974863707,1.5973249083141687,Medium,0,3,3,Bachelor,33.52298367400298,0,1,2,0
479,24,F,0.9209992764450308,1.590047045728566,Medium,21,1,4,Master,33.62343567197468,0,0,2,2
480,16,M,0.8642453385808067,1.9380544302645684,Low,22,0,0,Bachelor,15.024991054759724,0,1,1,0
481,21,M,0.8882237232498623,3.666925886265001,High,18,4,1,Bachelor,23.54502870132671,0,1,0,0
482,22,M,0.8280809188405358,2.2061968599425668,Medium,17,2,3,PhD,10.478914172584936,0,1,2,3
483,23,M,0.5887143847348535,3.87614792643824,Low,11,3,3,Master,11.308231994961954,1,1,1,2
484,24,F,0.7725134594484692,2.954055732472984,Medium,27,3,1,Bachelor,2.129307331923763,1,0,2,0
485,17,F,0.992334869762254,2.5915354744219155,Low,27,3,3,Bachelor,44.94058094547949,0,0,1,0
486,17,F,0.9686940332485594,2.9502220866736364,Low,32,2,3,PhD,11.324626588670403,0,0,1,3
487,20,M,0.5215868678985058,2.7917459630656696,High,18,0,4,PhD,12.149159969886703,0,1,0,3
488,20,M,0.5824074078647186,3.396940634393313,Medium,27,1,4,Bachelor,14.70047019961146,0,1,2,0
489,21,F,0.565864386727281,2.2062401649321304,High,36,0,1,PhD,7.242995513076021,0,0,0,3
490,18,M,0.8629899549926477,2.382625979000756,Medium,25,1,0,Bachelor,32.32388127588678,0,1,2,0
491,23,M,0.9088926649284724,3.735235756333127,High,34,3,3,Master,4.6820047057017415,0,1,0,2
492,16,M,0.606755683155336,3.8661412828760136,Medium,33,0,0,High School,7.575918889991163,0,1,2,1
493,21,M,0.7529263464759145,3.731395568716186,High,34,3,1,PhD,32.59307960291455,0,1,0,3
494,19,F,0.9203515140056,2.548619984893284,Low,39,4,1,High School,17.643370403590694,0,0,1,1
495,16,F,0.8664007723831253,3.4509137575172044,Medium,15,3,4,Bachelor,35.689443508358266,0,0,2,0
496,22,F,0.7711186027459241,2.6908393332527467,Medium,37,3,3,Bachelor,28.31381248883696,0,0,2,0
497,24,M,0.7951738452293864,2.7438496303652555,Low,12,1,2,Bachelor,13.54503748001414,1,1,1,0
498,19,F,0.75418027345814,2.0117002726432096,High,22,4,1,High School,32.890569573977075,0,0,0,1
499,19,F,0.6487742256594102,2.9778257581462912,Medium,21,3,3,Bachelor,6.697410334351152,1,0,2,0
