student_id,age,gender,attendance_rate,gpa,family_income,study_hours_per_week,failed_courses,extracurricular_activities,parent_education,distance_from_home,dropped_out,gender_encoded,income_encoded,education_encoded
750,22,F,0.7137448439603076,3.596229584607562,Low,30,2,2,Bachelor,49.8374806187993,1,0,1,0
751,18,F,0.5811167028912396,3.512725796239157,Low,16,4,2,Bachelor,37.7887213278096,1,0,1,0
752,18,M,0.5063037599878795,3.5574595126044186,High,23,2,4,PhD,32.59127889170907,0,1,0,3
753,23,F,0.7798778418191913,3.831776270331903,Medium,22,4,1,Bachelor,18.40919251774662,0,0,2,0
754,20,F,0.7636998110613382,2.860634915284244,High,17,3,1,PhD,3.40888062859736,0,0,0,3
755,19,M,0.8596768111845793,2.000705044669065,Medium,13,2,2,PhD,2.521786925722625,0,1,2,3
756,23,F,0.9451290265089012,3.041959019631353,Low,14,2,1,High School,28.154881516991143,0,0,1,1
757,21,M,0.5397032923215148,3.357203734169848,High,14,2,0,High School,38.33960333091351,0,1,0,1
758,17,F,0.8657482451701812,3.344793483385064,Low,5,3,2,PhD,27.3315803317489,0,0,1,3
759,19,F,0.5937059720487912,2.8036225604172005,Medium,26,0,1,PhD,42.198468525016615,0,0,2,3
760,19,M,0.929088526578582,1.6711467983339452,Medium,14,4,0,Bachelor,2.63790012156786,1,1,2,0
761,21,M,0.909531756930828,2.42778234607532,Medium,35,2,4,High School,18.970851744871062,0,1,2,1
762,21,F,0.7703968774927722,3.801916521158393,Low,7,3,1,Master,12.616449167534723,0,0,1,2
763,16,F,0.8551213993116558,2.961122274393565,Medium,14,0,0,High School,22.916375439698975,0,0,2,1
764,23,F,0.6571750565918741,2.845829858139284,Low,2,4,3,PhD,4.546443266512002,1,0,1,3
765,21,M,0.7355839494664074,2.172133785955484,High,12,3,3,PhD,47.75245043698256,1,1,0,3
766,18,F,0.9108184488552358,2.421122299791447,Medium,33,4,0,Bachelor,11.939514652398683,0,0,2,0
767,24,M,0.729632598586607,3.738365222882923,Medium,23,2,2,Bachelor,46.193080998695656,0,1,2,0
768,17,M,0.678899132662721,3.166157618817089,Medium,39,0,2,High School,21.86876459679741,1,1,2,1
769,23,F,0.74710622362515,3.468467566880832,High,31,3,1,Bachelor,49.29068252950568,0,0,0,0
770,18,M,0.9141246262186092,2.635863557669138,Medium,31,0,3,Master,28.148860789550326,0,1,2,2
771,20,F,0.6676040236854364,3.075618048640395,Low,29,2,2,Master,46.61081034461456,1,0,1,2
772,21,F,0.586880796567872,2.1209590218580185,Low,12,0,2,Bachelor,1.2621004460169194,0,0,1,0
773,21,F,0.8560070101653904,3.263652075708716,Medium,0,0,3,Master,37.66370150286411,0,0,2,2
774,19,F,0.912989106354041,2.569003334258343,Medium,33,1,4,Master,45.24948200202326,1,0,2,2
775,18,F,0.5503187392617667,2.606363787036864,High,14,0,2,High School,7.84630778196875,0,0,0,1
776,19,M,0.6199370563779724,3.1233058114422043,High,13,4,0,Master,5.710166734875423,0,1,0,2
777,16,M,0.570985994880497,3.8407015536723166,High,28,3,1,PhD,21.804057752111824,0,1,0,3
778,19,F,0.6739707057910833,1.6600158665215523,Medium,33,1,2,PhD,46.75026640051382,0,0,2,3
779,16,F,0.7251754894527063,3.561858093367519,High,17,3,2,High School,27.5769414493315,0,0,0,1
780,16,M,0.8744131684816532,2.2309577760304826,High,6,3,4,Bachelor,26.84536672236488,0,1,0,0
781,21,M,0.8255737924408371,2.6097986362659444,Low,28,2,0,High School,7.915179796666772,0,1,1,1
782,20,M,0.8104642837392155,1.5547833219375224,High,30,2,1,Bachelor,1.0386860435677203,0,1,0,0
783,19,M,0.6761874733048272,2.252615194585782,Low,24,1,2,Bachelor,40.6968644465276,0,1,1,0
784,18,F,0.92072377654238,2.756578106575326,Low,37,2,1,Bachelor,5.291153586325673,0,0,1,0
785,16,F,0.7356435836990822,1.6404401933685977,High,13,2,3,Bachelor,32.05864111803088,1,0,0,0
786,21,M,0.9895524690075772,2.7277393234579126,Low,7,2,2,Bachelor,45.81620627124438,0,1,1,0
787,17,F,0.8170710691478684,3.817776572146068,Medium,26,3,2,High School,11.22394374476312,0,0,2,1
788,23,M,0.5631323707822513,1.763483045269513,Medium,1,1,3,Bachelor,33.59836897560863,0,1,2,0
789,20,F,0.838088781037717,3.411101820188761,High,16,3,4,Master,4.856230258667964,0,0,0,2
790,22,M,0.6625520077158495,2.5241776334399817,Medium,36,4,2,Master,30.58400204804304,0,1,2,2
791,17,F,0.8431635983430488,3.137934286310845,Low,13,3,1,Bachelor,9.032654326706934,0,0,1,0
792,23,M,0.5348205740812029,2.1505914949630736,Medium,24,4,0,Master,37.06172446524372,0,1,2,2
793,17,M,0.5874407185879797,1.898730656353396,High,29,0,1,PhD,15.760333444901502,0,1,0,3
794,19,F,0.9278686294528932,1.9011565356780664,High,28,0,4,High School,23.706159431427665,0,0,0,1
795,16,M,0.6135897785117574,1.6762298641078617,Low,19,4,0,High School,30.372096559353466,0,1,1,1
796,20,F,0.91852056262147,1.9641167622531075,High,20,4,1,Bachelor,9.39239712264574,0,0,0,0
797,24,F,0.6396380442272052,3.1605484624724207,Medium,21,3,1,Bachelor,37.34025311226343,0,0,2,0
798,16,M,0.8214409550293538,3.70422652960877,High,34,4,3,PhD,15.829376691203914,0,1,0,3
799,24,F,0.8470752867549155,3.5353142139779044,Low,36,1,4,Bachelor,33.456221135724924,0,0,1,0
800,23,F,0.7563273765725265,3.2128357746862104,High,15,0,3,Master,8.755869484269308,0,0,0,2
801,21,F,0.6526553383483656,1.7760796585277567,Medium,16,0,0,PhD,34.717765301111164,0,0,2,3
802,22,F,0.6063221881855481,2.2229686157398745,Low,15,4,3,Master,7.281215567712625,0,0,1,2
803,18,F,0.5165946772812131,2.2745171883061723,Medium,1,2,4,High School,21.8424683172292,0,0,2,1
804,16,M,0.6519732006203619,2.124892365994053,Low,3,2,2,Master,13.113097613204964,1,1,1,2
805,20,F,0.8265813952656416,2.787514149274308,High,20,4,2,High School,37.67038722198095,1,0,0,1
806,17,F,0.9691524092242414,2.8388845371991813,Low,38,1,0,Master,13.839715220836853,0,0,1,2
807,20,F,0.935602241131526,2.3922149379277755,Low,33,2,2,High School,44.204148013374414,0,0,1,1
808,23,F,0.8830323882676513,2.38447289684109,High,29,4,3,Bachelor,44.69919035892403,0,0,0,0
809,24,F,0.8942236716266494,3.5713889947652038,Medium,5,1,0,Master,10.625624445916507,0,0,2,2
810,17,M,0.8324924517379977,3.473232120799214,High,16,1,4,High School,31.07845130537849,0,1,0,1
811,18,F,0.6301434287830014,2.2694895792018643,Low,38,3,0,Master,5.298164444278251,0,0,1,2
812,18,M,0.9535975153529148,3.784471109683148,High,24,1,0,PhD,20.18531788047983,0,1,0,3
813,16,M,0.8353661559529171,3.882037542506265,Low,4,2,1,Bachelor,35.95276474556234,1,1,1,0
814,23,M,0.78022031549022,2.3168563550751022,High,4,2,1,High School,33.3117390956459,0,1,0,1
815,21,M,0.5554947346067405,2.386062371982637,High,19,4,0,PhD,31.61033280092379,1,1,0,3
816,23,F,0.7235277719032127,2.764085383554897,Medium,15,4,2,Master,14.844502319459735,1,0,2,2
817,24,M,0.7301791356009631,3.852802031334184,Low,36,1,1,PhD,19.5232225222857,0,1,1,3
818,20,M,0.932281804761335,3.6907985828557783,Medium,39,0,4,Master,6.044361090314023,0,1,2,2
819,18,F,0.7733241100938942,1.7564199064589745,Low,8,3,3,Bachelor,36.23211820124645,0,0,1,0
820,20,F,0.6902002744852048,2.4818268581785405,High,4,0,1,PhD,25.6905510427724,0,0,0,3
821,20,F,0.9884001642553296,2.8834279743744293,Low,1,1,0,Bachelor,35.72951598493707,0,0,1,0
822,20,M,0.5553602966631579,2.75783118137885,Medium,8,1,2,High School,13.198232715046766,0,1,2,1
823,18,F,0.7112742141559723,1.984657669842232,Medium,35,0,3,Master,16.897473203118246,0,0,2,2
824,19,F,0.5210123375857026,3.6470419279203865,Medium,21,3,1,Master,17.37655152574562,1,0,2,2
825,24,M,0.8699520603834652,3.192351957492093,Low,21,0,2,Bachelor,2.261378077613594,0,1,1,0
826,24,F,0.9590382760995751,3.594770937129509,Medium,21,4,2,Bachelor,17.711345768700554,1,0,2,0
827,17,F,0.6400186647752447,3.64691069837368,Medium,33,2,2,High School,40.36192410238364,0,0,2,1
828,23,F,0.9291708383995604,3.370889634164349,Medium,28,4,0,PhD,44.96762629173719,1,0,2,3
829,23,F,0.6461091152309488,2.5980265031242933,High,37,2,4,Master,26.392697466160445,0,0,0,2
830,22,M,0.9553850808219576,3.026366887538561,High,32,1,2,Master,23.319583065741792,0,1,0,2
831,23,F,0.876980951798392,1.900913515299358,Low,17,3,3,High School,2.5104063162691426,1,0,1,1
832,18,F,0.9024533884207192,3.1841135436872694,Low,6,0,1,High School,44.08101254168375,0,0,1,1
833,21,M,0.5090032778002272,1.9481331393482015,Medium,0,3,3,Bachelor,1.6375004578677632,0,1,2,0
834,16,F,0.981405178537013,3.234873976275392,High,32,0,0,Bachelor,47.29275393030038,0,0,0,0
835,22,M,0.8633354960351616,2.073995401884922,Medium,0,4,0,PhD,24.971596185716443,0,1,2,3
836,16,F,0.6523755476930666,1.79387825037555,Medium,23,4,3,High School,17.754790185161603,0,0,2,1
837,24,M,0.9146973324294234,1.9132112253573936,High,3,0,4,PhD,46.286703307290345,0,1,0,3
838,16,M,0.640760599207465,1.5049803380476756,High,3,3,0,High School,2.19515866239474,0,1,0,1
839,16,M,0.936376919783064,3.296849044633825,High,17,0,0,Master,29.489819848585267,0,1,0,2
840,22,M,0.5562901952059685,3.331002622645948,Low,26,1,3,High School,27.897693700467546,1,1,1,1
841,17,F,0.8518429887303979,2.787333374783149,Low,31,4,0,High School,11.746699659357722,0,0,1,1
842,20,M,0.7703492383224552,1.9034070026384595,Medium,32,1,4,Master,22.01548413616032,0,1,2,2
843,23,F,0.5482672350977205,1.7088858437767245,Low,27,4,4,High School,32.960936291244735,0,0,1,1
844,23,M,0.6209469141294195,1.5478224160932177,High,35,4,4,PhD,36.629428647214446,0,1,0,3
845,18,M,0.5062020181386574,1.914370442413052,High,5,2,1,Bachelor,1.0351260766224093,0,1,0,0
846,22,M,0.7343839827322529,3.7271388374578662,Low,15,1,4,Bachelor,46.90581807445975,0,1,1,0
847,18,F,0.6506326303800002,2.1038421042542046,Medium,33,1,4,PhD,9.061743247247808,0,0,2,3
848,21,M,0.7991787421488794,2.3856783180430394,Medium,22,2,1,Master,12.4454412768956,0,1,2,2
849,21,F,0.6486189038543086,1.763363711203333,Low,23,3,2,High School,13.910198838998562,0,0,1,1
850,18,F,0.6499595557534923,2.0559032618704256,Medium,12,1,0,PhD,2.8531866910497303,1,0,2,3
851,22,F,0.8715965993658017,2.798061426950513,Medium,17,0,4,Bachelor,7.029554055925921,0,0,2,0
852,18,F,0.5240714179891768,3.0193817077391314,Medium,12,2,0,Bachelor,49.33114622426394,0,0,2,0
853,23,F,0.9514474975959936,2.1133807854155275,High,36,1,3,PhD,16.44562013148702,1,0,0,3
854,19,F,0.9261319371955908,1.644330398062793,High,38,3,0,Bachelor,6.649753426613418,0,0,0,0
855,16,F,0.8339023416132032,2.4775821728184964,Low,16,1,1,PhD,6.242571797556543,1,0,1,3
856,19,F,0.7966107850536921,2.085508427315835,High,14,4,0,Bachelor,36.25353841582862,0,0,0,0
857,22,F,0.946151249069826,2.048884808074505,Medium,17,0,0,PhD,42.8738645375994,1,0,2,3
858,19,M,0.5926650897643573,3.899657006783638,High,22,2,0,High School,13.590662675915024,0,1,0,1
859,21,M,0.5394845810954143,3.04075121481431,Low,29,4,2,High School,2.0245661044265137,0,1,1,1
860,24,M,0.619755084954769,2.89219610793024,High,33,3,2,High School,11.931410903822435,0,1,0,1
861,16,M,0.8972891393500951,2.5394377588083046,Medium,3,4,3,High School,3.769268849041109,0,1,2,1
862,20,M,0.5173351333632417,2.5723608335753605,Medium,2,4,1,Bachelor,6.066351894872034,1,1,2,0
863,22,F,0.7914034175417448,2.852262509595202,Low,6,3,0,Master,22.14389787253448,0,0,1,2
864,16,F,0.997718758095655,3.241074517590268,High,17,4,0,PhD,12.266000172219997,0,0,0,3
865,19,F,0.9278480469187698,3.255365240454574,High,6,2,0,Master,26.281348047745745,0,0,0,2
866,21,F,0.7607228445217947,1.929234769263624,High,39,1,0,Bachelor,13.421193909602328,0,0,0,0
867,17,F,0.5318204546433212,2.7502818801915674,Medium,5,4,2,Bachelor,47.08632775404443,0,0,2,0
868,20,F,0.9156867571928548,2.529895237585255,Low,21,2,3,Master,45.391254428386965,0,0,1,2
869,16,F,0.7994892540886053,3.6763174156734606,High,0,1,4,Master,28.77349914551284,0,0,0,2
870,21,M,0.5574664985297835,3.0785473030459407,Medium,3,1,1,Bachelor,18.36677560738192,0,1,2,0
871,21,M,0.5469286424116782,2.8312601660399546,Medium,28,4,0,Bachelor,19.676197219702043,1,1,2,0
872,19,M,0.9548134097182962,1.7884866054472934,Medium,20,2,3,PhD,21.18076187408035,0,1,2,3
873,23,M,0.8346001314690392,3.0140947233085287,High,25,4,4,High School,36.65138678461226,0,1,0,1
874,19,F,0.9146433996583778,1.7930097642005836,High,13,3,3,High School,23.130310780423056,1,0,0,1
875,23,F,0.9394894501411336,2.34301643891438,High,8,1,2,PhD,42.97976737878897,0,0,0,3
876,23,F,0.7858861760241611,1.8571049120358296,High,11,4,4,Master,47.260644510587866,0,0,0,2
877,20,M,0.7587231758775206,3.2301841175609223,High,5,1,3,Bachelor,17.46136151556776,0,1,0,0
878,19,F,0.7152137051604951,2.0156302845903813,High,19,2,2,Master,28.474029587408324,0,0,0,2
879,17,F,0.6584732938955596,2.479648432970065,High,23,0,3,High School,5.657770304795657,0,0,0,1
880,18,F,0.7172979804293559,3.7391869440469465,High,26,4,3,High School,10.822983340551591,0,0,0,1
881,18,M,0.8869398278650782,2.010790958497425,High,37,4,4,Master,21.259822568797844,0,1,0,2
882,19,F,0.8009617155075658,2.7695126598969475,Medium,7,1,2,High School,11.103933079187165,0,0,2,1
883,19,M,0.946261644977423,2.548179152915055,High,0,2,0,Bachelor,43.95146404864716,0,1,0,0
884,20,M,0.7216900071895939,1.5453101026143243,Low,23,3,1,PhD,8.756026546895805,1,1,1,3
885,19,M,0.803544789359377,3.481895283932032,Medium,6,2,4,Master,23.327380256101502,0,1,2,2
886,23,M,0.8156537765459944,1.6726147657864994,High,18,4,2,Bachelor,30.679262782533907,0,1,0,0
887,21,F,0.7958485811531628,2.685637552442384,Low,21,3,3,Bachelor,34.90133149988138,0,0,1,0
888,21,M,0.8513168865427582,2.901695737347375,High,34,2,2,High School,19.77039911659883,1,1,0,1
889,23,M,0.6187167341874031,3.071066141536468,Low,29,0,1,Bachelor,43.5858543675117,0,1,1,0
890,22,F,0.7561818887728953,3.221579073269689,Low,28,1,1,Master,28.84763840281835,0,0,1,2
891,23,F,0.5521124014041738,2.133180958806788,Low,21,2,0,Bachelor,22.53588124193004,1,0,1,0
892,17,M,0.6922556638224062,1.5249469416461234,Low,10,2,0,PhD,4.294791068549794,0,1,1,3
893,24,F,0.7438335343106321,3.30860915588728,Medium,19,0,1,Bachelor,23.76978395381309,1,0,2,0
894,16,M,0.8261121297727363,2.8391414983689467,Medium,28,4,4,Bachelor,41.21605619997078,0,1,2,0
895,23,M,0.9752655262931018,3.590294258018122,Low,33,1,4,PhD,31.112509892844457,0,1,1,3
896,19,M,0.8003255332741779,3.553470907251736,High,0,2,3,Bachelor,41.7759602327268,1,1,0,0
897,19,M,0.8717969580882798,3.608315419469708,Low,30,3,0,Bachelor,25.206571859365976,0,1,1,0
898,20,F,0.7531330297476013,2.7127366499488503,Medium,29,2,3,High School,6.804623549629611,0,0,2,1
899,23,M,0.8170520156881657,2.3340709895921643,High,17,1,0,Master,1.6683524459581724,0,1,0,2
900,20,F,0.5354661080668868,3.478895506478425,Medium,16,2,1,High School,15.857757789210968,1,0,2,1
901,23,F,0.6271957904209235,2.628235282573137,Medium,37,0,4,Master,35.20153310339183,0,0,2,2
902,16,F,0.6809265466025693,1.9586054910085864,High,13,2,4,PhD,39.722735293143,0,0,0,3
903,24,F,0.7362466775032568,3.637435048903686,Low,22,2,1,PhD,15.49188889639614,0,0,1,3
904,21,M,0.5228243727511919,3.706399691930869,Low,24,3,3,PhD,25.287042123279107,0,1,1,3
905,18,F,0.5700120487766589,2.665774390350425,Low,14,0,3,Master,21.63482631727,0,0,1,2
906,23,M,0.6384071538956528,1.6892493182744688,Low,21,0,2,Master,21.11561643321997,0,1,1,2
907,24,F,0.9857663454505252,2.469565224792328,High,2,2,0,Master,12.336086946807374,0,0,0,2
908,21,F,0.6656735035515253,3.5088441486565083,High,18,3,3,PhD,7.68218414644346,0,0,0,3
909,22,M,0.7410205290560412,3.754435071365572,High,33,2,1,Master,10.637739353329442,0,1,0,2
910,16,M,0.5980488563691965,2.0086818562439896,Medium,34,2,3,Bachelor,3.711286971003959,0,1,2,0
911,20,M,0.8053900355378841,1.6674340300631787,High,0,1,4,High School,10.708406349355275,1,1,0,1
912,20,F,0.6403416077579871,3.6933761328320966,Low,20,1,0,PhD,1.4508439836435931,1,0,1,3
913,19,F,0.6034962892192134,2.4735123474471883,Medium,28,3,2,High School,31.73566163116293,0,0,2,1
914,21,M,0.7582863142229895,2.854402410668908,Low,5,4,0,Bachelor,16.502394961996462,0,1,1,0
915,22,M,0.5027528995802104,3.920164530126897,Low,36,1,4,Master,48.68409085991852,0,1,1,2
916,24,M,0.5038320163246126,1.666411819785557,High,0,4,4,High School,10.492135488038596,0,1,0,1
917,16,M,0.6095344045509289,3.120795018630239,High,0,0,4,Bachelor,17.945599945170102,0,1,0,0
918,21,F,0.5183606812504106,1.6852635564371676,Low,26,1,4,Bachelor,18.534216773435126,0,0,1,0
919,22,M,0.5540128770653456,2.438672321166251,Low,20,1,1,High School,1.4141233070605663,0,1,1,1
920,18,M,0.6694303246693758,3.5095363629836167,Medium,15,3,2,PhD,42.12118969893349,1,1,2,3
921,23,M,0.9012928397899064,2.583680581889086,High,39,4,4,High School,2.567728547071911,0,1,0,1
922,20,M,0.7860243216846504,3.992955884757376,Medium,25,1,4,PhD,47.06881190173283,0,1,2,3
923,24,F,0.7563338629782081,2.897648212366505,Medium,15,1,3,Master,44.71164320358741,0,0,2,2
924,20,M,0.6467444116040608,2.302905381589884,Medium,27,3,2,PhD,27.24057388821221,1,1,2,3
925,24,F,0.9658768597164082,2.050278314761883,Low,0,3,0,Master,27.63618317065331,0,0,1,2
926,19,M,0.6985075206185958,2.3763013357154046,Medium,35,4,2,High School,33.03511822485166,0,1,2,1
927,24,M,0.5435463833978857,2.431333184398877,Medium,9,0,2,Master,19.96545058480946,0,1,2,2
928,20,F,0.8085332580589006,1.6717841943099023,Low,16,0,2,Bachelor,32.71389188649492,0,0,1,0
929,24,M,0.5569191967383007,2.423935498566933,High,22,2,4,Master,3.193651045735857,0,1,0,2
930,18,F,0.672611571400846,2.6605962993480623,High,6,1,4,PhD,3.648333740136602,0,0,0,3
931,19,F,0.7537059693589044,3.306844380597012,Medium,6,4,1,PhD,23.404290561357676,0,0,2,3
932,24,M,0.937111262342588,3.14182371180402,Low,14,1,0,PhD,27.931492754195716,0,1,1,3
933,21,F,0.7467732901700593,3.2719141380728853,High,33,4,3,Master,44.50306437645513,0,0,0,2
934,17,F,0.8511293830158322,1.5209092046921429,Medium,3,4,2,PhD,6.1283710614869165,1,0,2,3
935,22,F,0.9964084194995352,2.04416849895134,Medium,13,4,0,PhD,41.30974843250058,0,0,2,3
936,17,F,0.5657445599489908,3.1542107209996413,Low,13,1,0,Bachelor,11.29231952731141,0,0,1,0
937,17,F,0.6373657627597598,2.709973420449368,Medium,15,3,1,Master,20.310098776991563,0,0,2,2
938,16,F,0.6972880377988232,1.5132836891708648,High,6,1,3,Bachelor,16.51351930654323,0,0,0,0
939,18,F,0.7109140892694157,3.511236606079556,Low,31,4,2,PhD,20.60760837040455,0,0,1,3
940,21,F,0.7055105376327728,3.4320239332258438,High,18,2,3,PhD,8.374279405556692,0,0,0,3
941,23,M,0.9538055012782776,2.8710479074839066,High,1,0,1,PhD,25.674933645774196,1,1,0,3
942,24,M,0.8570163222334282,1.6661583144406804,High,9,4,4,Master,40.280486901737,1,1,0,2
943,22,F,0.8039526070453519,3.4162876238314617,Medium,16,2,0,High School,22.635166508565952,0,0,2,1
944,19,M,0.654686358931391,2.9592839693284096,Medium,36,3,2,PhD,25.040065219011755,0,1,2,3
945,21,F,0.9118951921106472,3.454899942894898,High,11,4,4,PhD,42.5896116787844,0,0,0,3
946,20,F,0.9775302557424944,3.3793674809896013,High,5,2,1,PhD,35.596847617263506,0,0,0,3
947,23,M,0.9105991412751132,3.5075051798945927,Low,21,4,3,PhD,25.03226601746945,0,1,1,3
948,16,F,0.5007825525957365,2.795020166011562,Low,31,1,0,Master,13.627086761269805,0,0,1,2
949,16,F,0.8182006850917035,1.8508112954837876,Medium,19,2,2,High School,44.36141059540336,1,0,2,1
950,21,F,0.5255676907210504,3.1778936834492217,Medium,0,1,4,High School,29.27399968283736,0,0,2,1
951,17,F,0.6288036101668609,3.0511844626299265,Low,5,1,4,High School,11.836232895423976,1,0,1,1
952,20,M,0.5297623501738858,3.355632967997718,High,18,2,0,PhD,14.186867879262508,1,1,0,3
953,16,F,0.8018977264746938,1.9247025151268384,Medium,17,0,3,PhD,40.35352135787605,1,0,2,3
954,22,F,0.8432949567463034,1.987437999750723,High,5,2,1,High School,3.1631325422853176,0,0,0,1
955,16,F,0.5572438190329525,3.726023793048321,Low,32,0,3,High School,49.61251716441218,0,0,1,1
956,19,M,0.6919194415224897,3.374944496130177,Medium,22,4,3,PhD,7.387232306024797,0,1,2,3
957,24,F,0.728118254477771,3.770571221750808,Medium,22,4,3,PhD,40.00735774444993,0,0,2,3
958,16,M,0.6845265108804583,3.396788302909802,Low,25,2,0,Bachelor,20.34399052181246,0,1,1,0
959,19,M,0.5605125002425966,2.992888264975755,Medium,12,4,0,Bachelor,25.118592981085875,1,1,2,0
960,21,F,0.7094738950937377,3.135331842569684,Low,6,3,1,Bachelor,44.15187829576431,0,0,1,0
961,21,F,0.875589023904209,3.7228198098500247,Medium,14,1,3,High School,21.23264828987145,1,0,2,1
962,23,M,0.5355038322666277,2.947016886279852,Low,26,1,0,Master,27.33719392998849,1,1,1,2
963,16,F,0.5400900070409518,3.0809783108209685,Medium,25,0,1,PhD,3.415683458049327,0,0,2,3
964,22,M,0.6773856459179921,1.8911917900090012,High,32,4,1,Bachelor,1.1150262195052043,0,1,0,0
965,16,M,0.9708628558094624,2.684803050290257,High,14,0,3,Master,12.99519377708457,0,1,0,2
966,22,F,0.834286323361457,3.290992779895247,High,35,1,2,PhD,34.3485715530196,0,0,0,3
967,18,F,0.8393349783362825,2.177356745790913,Medium,26,1,3,Master,6.941979774597699,1,0,2,2
968,23,M,0.6809599954189325,2.005635451311337,Medium,4,4,2,High School,6.574335981422922,0,1,2,1
969,18,M,0.7968303956042693,2.284567020561039,High,1,3,1,High School,21.13706979375926,0,1,0,1
970,16,M,0.5050655920138717,2.103751569982084,High,32,3,0,High School,32.7440148918031,0,1,0,1
971,23,M,0.8180480232047711,2.0372815925909897,Low,15,4,4,Bachelor,35.891527620148594,0,1,1,0
972,18,F,0.9566434737881184,2.5621271071702174,Low,22,4,1,PhD,9.744083030820365,0,0,1,3
973,17,F,0.8062867341724096,3.769596284708835,Low,37,0,0,High School,4.89981922123008,1,0,1,1
974,16,F,0.9368492967331724,2.767649116846796,High,15,4,1,Bachelor,47.07945466333167,0,0,0,0
975,18,F,0.861986527733047,1.9698009520383075,High,13,3,3,Bachelor,13.772652745542985,0,0,0,0
976,17,F,0.5602792082018451,1.6924291734521852,High,28,4,2,Bachelor,42.81397838282746,0,0,0,0
977,17,M,0.9512266536429208,3.240390362844813,Low,25,0,1,Bachelor,43.31108107267809,0,1,1,0
978,21,F,0.5332219221778874,2.456996911090969,Medium,34,0,0,High School,38.85360699636468,0,0,2,1
979,16,F,0.7669837362738818,3.5545773664633984,High,14,0,3,Bachelor,9.272846725975931,1,0,0,0
980,17,F,0.5710685618967288,3.148776921601925,Medium,2,0,4,High School,41.26827150345581,0,0,2,1
981,21,F,0.505853305365452,3.4906036263534213,Medium,22,2,3,High School,38.69327740283775,0,0,2,1
982,18,F,0.7110171300638195,2.179865098546122,Medium,28,4,2,Bachelor,30.23942651520464,0,0,2,0
983,19,M,0.6475203538270782,3.230897306152645,Low,33,1,3,High School,17.522899723278684,0,1,1,1
984,16,M,0.7430002468988015,2.160154961734297,Medium,32,4,4,PhD,13.862921609060662,0,1,2,3
985,23,M,0.7885999433672755,3.847671198625729,High,22,2,0,PhD,6.972571391937589,0,1,0,3
986,22,F,0.5218695361544736,3.090935703833436,Low,6,0,1,Master,25.9780962781427,0,0,1,2
987,22,M,0.5615016475618728,2.3112795004383555,High,2,2,2,PhD,29.67778289998248,1,1,0,3
988,18,M,0.7793211982252126,2.173779655730682,High,31,3,4,High School,18.60761053527357,0,1,0,1
989,18,F,0.6715836765863291,1.9773164626791089,Low,30,3,2,High School,24.29259431636256,0,0,1,1
990,17,F,0.864586743774724,3.23660239723432,High,17,4,3,PhD,18.81220841109407,0,0,0,3
991,16,F,0.8261458242959698,2.0467890324948184,High,6,4,2,Bachelor,32.40929680871436,0,0,0,0
992,22,M,0.9228021814949534,2.9882581648187228,Low,0,1,4,Bachelor,45.1617011820316,1,1,1,0
993,22,M,0.8462464133346126,2.161587567313393,High,13,1,1,High School,9.0320928403003,1,1,0,1
994,17,F,0.7149655386950741,3.154922361984672,Medium,31,3,1,Bachelor,19.68903168525305,0,0,2,0
995,22,F,0.8364833111972162,3.537349321351348,High,5,0,2,Master,7.902561593592204,1,0,0,2
996,23,M,0.6376905871277092,3.4450631078616327,Medium,38,2,0,Master,31.622244749983768,1,1,2,2
997,16,M,0.6531567493891064,3.4021283273269542,High,9,1,2,PhD,36.71465496494119,1,1,0,3
998,24,F,0.8944925799603967,1.9693060142306305,Low,6,1,3,PhD,46.66372389727534,0,0,1,3
999,22,F,0.723209758200791,1.7209623674612968,Low,25,0,1,Bachelor,14.66472438678728,0,0,1,0
1000,18,M,0.8991901702591762,3.247372071218464,High,33,0,1,High School,47.56034908740608,0,1,0,1
